vote,comment
1,لا لجوء إلا لله وحده لا شريك له. الغرب لا يقدر على علاج مرضاه. لأنهم لا يعرفون ماذا يفعلون...سمعت باحث ألماني من جامعة ديسلدورف، يتحدث عن تحدي ليس بالحسبان...ان كورونا لما تنتشر في أوروبا، لكن ان انتشر يصعب تحديده وبذلك ايقاف انتشاره...الله ولي الذين آمنوا...
"1
 ",الإجراءات الإحترازية الصارمة التي قامت بها إيطاليا،ستكون كفيلة بالتغلب على وباء الكورونا.و الإيطاليون كشعب يميل إلى العناية بالنفس والجسد سيساهم بدوره في تجاوز هذا التحدي الصعب،أي وصاية وزارة الصحة للمواطنين بالغسل والتنظيف والتعقيم وكلها هذه الأمور ملتزم بها الإنسان الإيطالي قبل ظهور لكورونا.
-1,"recommandations ou avis. Suivez les recommandations des autorités sanitaires de vos pays  توصيات أو نصيحة. اتبع توصيات السلطات الصحية في بلادك.Confirmation, le virus COV19 a été détecté chez le porte-parole du gouvernement iranien Ali Rabii. Il est malade officiellement. Tout l'appareil d'état Iranien tombera malade?تأكيد ، تم اكتشاف فيروس COV19 في المتحدث باسم الحكومة الإيرانية علي ربيع. انه مريض رسميا.جهاز الدولة الإيراني كله سوف يمرض؟"
1,مدير منظمة الصحة العالمية تأخر ،ربما تحت الضغط، في إعلان خطورة الوباء في الصين. وأحسن حل للدول الضعيفة هو إغلاق الحدود إلا الضروريات. نتذكر كيف تعاملت جل للدول مع إيبولا إذ منعوا الرحلات الجوية إلى البلد الإفريقي الضعيف وقد كان قرارا سليما حد من انتشار الوباء .
2,ههههه أمر مضحك السفارة المغربية با إيطاليا تعلن خلية أزمة للمهاجرين المغاربة واش لقينا فيكم الخير حتى على الوثائق عاد فيروس كورونا كفى من النفاق و التشلهيب نحن في إيطاليا دولة الحق والقانون و الصحة كل شي للجميع و مجانا و ساوسية راقبو غير مواطنيكم بالمغرب و ياترى
0,الهم احفظنا و احفظ جميع كل عبادك من هذا الداءإنك ولي ذلك و القادر عليه
1,( وأعربت حفيظة عن أملها في ألا يتم استغلال الوضع سياسيا، خاصة أن الحديث يجري عن كون المهاجرين هم سبب نقل الأمراض ) و كيف سينقل المهاجرون الامراض إذا لم يكن هنالك مرض أصلا ببلادهم الاصلية ؟! كل دول المغرب العربي و الدول الافريقية بصفة عامة لم يصب مواطنوها بأي شيء و احنا بخير الحمد لله. حالة واحدة موجودة في الجارة الجزائر و هي حالة سائح ايطالي.بالعكس را حنا لي خايفين من الاوروبيين و الاسيويين يجلبو لنا الامراض.
251,قسما بالله إلا جاتني تبوريشا ملي قريت الجهة الشرقية حسبلي وجدة ياربي تكون معانا راه معدنا لا مستشفيات لا حتى وزة
144,لله الامر من قبل ومن بعد لا يسأل عما يفعل نطلب منه ان يرفع هذا البلاء عنا من كتب له الوفاه بسبب هذا المرض فلا نجاه
276,الله احفظ اخواننا الاشقاء في الجزائر رآه لي صابهم يصيبنا كذالك
173,ناري المرض بدا كيقرب للمغرب و المشكل ماشي خوفنا من المرض بقدر خوفنا من سبيطارات المغرب
68,هادشي بدا كيقرب الله يجعل السلامة، فنيدة اصبرو و بومادة صفرة مغتاكل والو معا هاد سخانة شينوية
123,نتمنى للمصاب الشفاء العاجل ويحفظ الشعب الجزائري من كل مكروه ويحفظ كل من يقول لااله الا الله محمد رسول الله صلى الله عليه وسلم
62,الحفيظ الله وجب على الدولة أخد إحتياطات وقاءية إستباقية وتوعية الناس نصيحة براكة من گثرة القبلات والسلام زيادة على اللزوم الله إستر
32,ما هي الاجراءات المتخدة من طرف المغرب. ادا كان اجراء روتيني فهدا لا يبشر بالخير. لان هنا في حزيرة تنيريفي كل يوم نسمع ان المراقبة والاجراءات على احسن ما يرام. لكن العكس حصل لان المراقبة لن تكن. طبيب ايطالي وزوجته مصابين بالفروس دخلو الجزيرة و6 ايام يتجولون في الكرنفال في المطاعم ووو. واليوم الفندق ب1000 سائح والعمال محجوزين تحت المراقبة. واكيد بعد ايام سيكون الفيروس اندلع. ولمدا اقول هدا لان اسبانيا من احسن دول اوروبا في الصحة ولن تراقب حدودها. بالاحرى المغرب ومهزلة الصحة والمسيرين لهدا القطاع. واضعف الابمان ربما ايس لدينا حتى اقنعة
83,الرجل يتعرض للحجر الصحي أو فين الأشخاص الدين كانو معه في الطائرة وموظفي المطار الدين استقبلوه؟ ، القضية حامضة أكتر مما يصرحون به في وسائل الإعلام
26,17 فبراير و اليوم راه 25 فبراير نطبلوا الله أنه لم يحتك بكثير من الأشخاص، اللهم إحفظ المسلمين أينما حلّوا و إرتحلوا.
12,"المغرب بلا كرونا بلا والو , والناس كتموت فالسبيطارات . ""غي الله إحفظ وصافي ""."
29,لا اعتقد ان الجزائر سجلت اول حالة اصابة بفيروس كورونا ربما خطة من النظام الجزائري من اجل زرع الرعب في صفوف المتظاهرين وابعادهم عن التفكير في الخروج في تظاهرات. انا اشك في هذا الخبر
13,ايها المغاربة استعدوا البحر من ورائكم وكورونا امامكم وسيرو تقداو كل ما تحتاجونه من زاد قبل فوات الأوان را مكاين لا دواء لا مستشفيات والله اللي قبطو الفيروس لا طلقو.
17,لتأكيد معلومة مهمة ،هو أن هذا الفيروس تكمن خطورته أنه خلال أسبوعين إلى ثلاث أسابيع لا تظهر على حامل الفيروس أي أعراض للمرض(يعني كل شيء يظهر طبيعي ،لا حرارة ولا سُعال ولا ضيق تنفس) وخطورته تكمن أنه خلال هذه الفترة يُمكن لحامل الفيروس أن يُنقل العدوى للآخرين من خلال اللمس المباشر او غير مباشر كأن يضع يده في مكان و يأتي شخص آخر يضع يده في نفس المكان او استعمال شيء كان يستعمله المصاب بالفايرس ،او من خلال الرُشاح(دفال الصغير ديال العطسة وقاسك)
10,في ظل تزايد عدد المصابين بفيروس كورونا الفتاك، وجب اتخاذ الاحتياطات اللازمة و تجنب الاماكن العمومة، خاصة المزدحمة منها، وما يتم التصريح به من حالات المصابين نتوقع ان العدد يفوق ذلك بكثير، وما دام ان الجارة الشقيقة سجلت فيها اول حالة، فا هذا الامر سيساهم في زرع الذعر و الخوف في الاوساط المغاربية بشكل عامة، وذلك نظرا لتقارب الجغرافي بين البلدان المغاربية ككل،و ما يزيد الوضع قلقا هو محدودية الامكانيات و التجهيزات الصحية بالبلدان المذكورة والمغرب لا يشكل الاستثناء منها.
11,أقسم بالله العظيم أنه سيدخل للمغرب مدام أن إيطاليا وفرنسا أصيبت بهذا الوباء قوموا بالإستعداد والدعاء
6,نسأل الله السلامة والعافية.في الطريق إلى المغرب
-16,باب لي جاك منو ريح سدو وتسريح سدو علينا ديك حدود جوية وبحرية معا جارت سوء
10,عدوى كورونا انتشرت في جززر الكناي القريبة من طرفااية والعيون، وو هناك رحلة يومية ذهابا واياب عبر الخطوط الملكية من جزر كناري لاس بالماس الى االعيون.لاحجز ولا مراقبة ولا هم يحزنون .. لن يتم أخد الامر على محمل الجد الا بعد ان تقع الواقعة،، طول فترة حظانة الفيروس قد تجعلن نسمع عن اصابة اشخاص بالمغرب ، ربما بعد ااسبوع او اسبوعين من الان. نسألل الله السلامة و العافيةاين المفر ؟ اغلااق تام لللحدود مع الدول المصابة ؟ مهما كانت علاقتها باالمغرب
7,اللهم رب الناس مذهب الباس اشف جميع مرضى المسلمين فلا شفاء الا شفاءك شفاء لا يغادر سقما
18,اخواني اخواتي رددوا هذا الدعاء:تحصنتبذي العزة والجبروت واعتصمت برب الملكوت وتوكلت على الحي الذي لا يموت اللهم اصرف عنا الوباء وقنا شر الدائ بلطفك ورحمتك انك على كل شيء قدير.
6,اللهم شفي مرضانا و مرضى المسلمين.
5,كورونا بحال الهلال العالم كله صايمين وحنا باقي مبان والو...لا تخافوا إلا من الله ومن خاف الموت فليعمل لما بعدها...
2,امام الخطر والموت الكل يستحضر الآيات القرأنيه والأدعية الاهليه. لكن في الحياه العامه العاديه اليوميه الكل ينهش لحم أخيه بدون رحمه ولا شفقه. قوم خرافي بامتياز وبكل المقاييس.
2,يا ربي نسألك السلامة والعافية في ما قَضَيتَ يا ربي ، لا طاقة لنا بمستشفياتنا اللهم لا تحَوِّجنا اليها ، إني كلما دخلت اليها لزيارة مريض تزكم انفي رائحة تقرف رائحة الموت كأن الميكروبات و الفيروسات تتبول فيها والاطباء والممرضات والممرضين كأنهم أشباح وجوههم لا تبشر بالصحة والعافية كانما تنذر كل وارد بالسقم فيخيل الي انني اتجول في مقبرة مضاءة بالقمر ليلاً .
-134,السلام عليكم اوى باقيين مبغينش ترجعو لبلادكم واخا كورونا لمهيم شريتو لكرونا
52,نتمنى السلامة .. إن شاء الله ماتبان ختى شي حالة في المغرب، خصوصا حنا ماكانعرفوش نعاطصو وماكانعرفوش نخاويو الرئتين والأنف!! شيواحدين كيشادو على جهة من النيف، يعليو راسهوم ويخارجو هاذاك الشي لاسما!! الله يحفظ وصافي
33,الى احبتي و اخوتي انا لست متشائم و لاكن خوذو حذركم و تزودوا من الان الفيروس سيطرق بابنا لا محالة ، مسالة ايام او اسابيع
42,رغم انا ايطاليا اعلنت مند الوهلة الاولى، انها كانت سباقة الى الكشف عن الفيروس الا ان عدد المصابين ارتفع بشكل مهول .هذا يعني كما قال احد الاطباء الفرنسين ان التدابير المتخدة غير كافية في غياب كشف؛ باخد عينة من الجهاز التنفسي ويتم فحصها مخبريا على آلة.وتستغرق العملية ساعتين. ولحسن القدر فان عدد الاطفال المصابين يكاد يكون منعدما. نسال الله العفو والعافية.
12,على المغاربة أن يستعدوا من الآن لا تنتظروا أن تعلن حالة الطوارئ في إحدى المدن. حاولوا أن توفروا وتخزنوا ماتحتاجون إليه من الأدوية والأغذية حتى لا تشتروا ماتحتاجون إليه بأثمان مظاعفة.
47,"وما يعلم جنود ربك الا هو.في زمننا هذا كثرت الفواحش والمنكر والحقد والعدوان ونسينا وصايا ربنا واياته واصبحنا نقلد الغرب. فالجال اضحوا يتزوجون الرجال والاناث يتزوجن الانات وضل الرجال والنساء يوشمن اجسادهم.ناهيك عن كثرة الزنى واللواط واكل الربا الخ والله يمهل ولا يهمل.وما هذا الفيروس الفتاك الا واحد من جنود ربنا وما دمنا نستغفر ربنا فلن يصل الى بلدنا ""فاللهم اهدنا في من هاديت،وعافنا في من عافيت وتولنا في من توليت، وبارك لنا في ما اعطيت، وقنا شر وا قضيت فانك تقضي بالحق ولا يقضى عليك. انه لا يعز من عاديت ولا يذل من واليت، تباركت ربنا وتعاليت، ٱستغفرك واتوب إليك""."
14,تابعت البارحة حوارا حول كورونا في احدى القنوات الفرنسية. وذلك اثر ما حدث في اطاليا وبحكم الجوار سارعت الحكومة الفرنسية الى اصدار توصيات على الحدود وعبر جميع المنافد كما انها اعدت مخططا للطوارء. قالت بانها تستطيع ان تفعل عشرات المستشفيات. وذلك بتاجيل العمليات الجراحية المبرمجة. وانهالت على الاستديو تساؤلات المواطنين. وكانت اغلب التصاريح هي ان الكل يجب ان يكون واعيا لتفادي الهلع وان يشترك الجميع في الخطة المرسومة لمحاصرة انتشار الفيروس. ففي اطاليا مثلا تم منع التضاهرات الرياضية. والتجمعات في الاماكن العامة. (اغلقت المساجد في شمال اطاليا ) وحتى التزود بالمواد الغدائية تتم بدفعات في المراكز التجارية. اما الاضرار الاقتصادية فانها بدات تضهر وذلك بسبب العولمة وترابط المصالح خاصة في الميدان الصناعي. اما السياحة فانها انهارت في اطاليا وفرنسا الواتي تعتبران من الدول الرائدة في استقطاب عدد الزوار. يجب ان لا نستهين بهده الخطط الاستباقية وهي مفيدة كتمارين في حالة لا قدر الله.
-4,أيها المغاربة الكرام استعدوا و أعدوا و تزودوا فإن خير الزاد التقوى.اشتروا طعام و شراب 6 اشهر أبدأو من الآن الامر خطير جدا المصيبة العالمية قادمة لا محالة .
29,القضية ولات حامضة ،الفيروس وصل اليوم برشلونة،على المغرب ان يأخد بكل جدية الحيطة والحذر من المسافرين الداخلين الى الوطن
33,لماذا لا يزال المغرب لم يغلق المطارات والموانيء الا للضرورة رغم ازدياد انتشار هذا الوباء القاتل؟
18,على المغرب شراء كمامات الفم و الأنف كإحتياط. أما المرض فقد إنتشر في ألمانيا و فرنسا مند مدة لكن هناك تكتم خوفا من الأضرار الإقتصادية.ألمانيا نظامها خطير حيث كل شيء يقومون به سريا. حيث ترسل الحكومة قرار سري للمشتشفيات بعدم الإعلان عن أي حالة مرض و حجز صاحبها دون إخباره. مثل عملية السيارة التي داست على الناس حيث لحد الساعة لا أحد يعرف صورة السائق أو دوافعه و حتى شخص حاول إلتقاط لصور للحادثة تم إلقاء القبض عليه و تقديمه للمحاكمة. ألمانيا خطيرة بحيث كل شيء تابع لها. سواء صحافة أو إدارات كل شيء تابع للدولة و لا ينفد إلا ما تقوله الدولة.
27,الله يهديك علينا اسي كورونا، بغينا نشوفو الوالدة هاد الصيف إنشاء الله
11,مدينة برشلونا الاسبانية عرفت ايضا اصابات بفيروس كوىونا. المغرب يجب ان يكون على اهب الاستعداد لانه لا يمكن ايقاف العدوى. مسألة هي الان فقط بعض ساعات حتى يصل الفيروس الى المغرب
20,مساء الخير ،بدون تهويل للامر ولكن يجب ان تمنع المملكة الرحلات الجوية للبلدان المؤبؤءة تفاديا لاي انتشار للوباء، حسابات السياسيين تختلف عن مخاوفنا نحن الافراد الفقراء ،نحن نخاف على بعضنا البعض لاننا نعرف جيدا الواقع الذي نعيشه يوميا بكل تفاصيله بينما السياسي المغربي يعيش في برجه العاجي البعيد جدا عن الواقع وكرسييه المريح ،فهو لا يستيقظ صباحا ويفرك جيوبه بحثا عن دراهم الطوبيس ولا يركب طاكسيات مهترئة ابواب اغلبها لا تغلق ونتكوم بداخلها ملاصقين لبعض ، ما يخيفنا معشر الفقراء وعينا بواقع البلاد جيدا لاننا نعيشه نقف في طواببر طويلة ونعرف مؤسسات ااصحة ووجوه العاملين فيها وكيف يتصرفون حتى مع مرض كالزكام، نخاف لاننا لا نملك سوى هذا الجسد ولا نريد ان نساوم عليه ونضعه في مهب الريح ، للساسة طرق اخرى للفهم..وغالبا ما يعتمدون على التنظير البعيد عن الواقع ، عن كلام عام .الاهتمام بالشعب يظهر في مثل هذه الاوقات وليس في فترة الانتخابات ..هذا هو الامتحان: الانصات للشعب..فاين برهان الساسة والحكومة ان كانوا صادقين ..نكتب هنا على امل ان يقرأ احدهم مخاوفنا الجدية..
0,فيروس كورونا جعل من البشر كتربية الدجاج بدن تلقيح.
5,في القدم في عهد السعديين حل وباء الطاعون، كان الملك السعدي لا يستمع الى الفقهاء ويحسب نفسه فقيه وطبيب ، وزاد هدا الملك عمدا يتنقل بجيشه من مدينة الى اخرى حيت تسبب في انتقال العدوى واهلاك نصف سكان المغرب ، حتى لم يبقى صانع او تقني او مهني كفؤ في البلد وكانت خسارة تفوق الحروب مع صليبي البرتغال واصبان.البلدان السياحية يجب ان تختار بين المرض او السياحةالمغرب مفتوح بدون تاشيرة للعديد من الدول ممايشكل خطر على المغاربة ولم نسمع من اي موقف لمنع مواطنين الدول الموبوءة متل ما فعلت عدة دول ومنعت الايطاليين والكوريين والصينين منها الكويت واسبانيا
6,بعد وصول فيروز كورونا الى اسبانيا وجزر الكناري القريبة من المغرب على الدولة المغربية ان تتخد قرارا عاجلا وحاسما بدون تردد من اجل الايقاف الفوري للرحلات من والى الدول التي وصلها - فيروز كورونا القاتل - بغض النظر عن كل شيء. الاقتصاد والسياسة...الخ.وادا لم تتخد الدولة المغربية هدا الاجراء المهم والمصيري في اقرب وقت ممكن فان المغرب لا قدر الله سيبقى مهدد بهدا الفيروز القاتل في اي لحظة.اللهم اني بلغت اللهم فاشهد.
 1,كمامات الفم نفذت من جميع الأسواق العالمية بحيث يصعب الآن الحصول عليها. المغاربة متخافوش! كورونا خونا!
54,نحن نتكلم عن الأخرين وكأننا في كوكب آخر.. دول منعت حتى الطرود البريدية الآتية من الصين وكوريا ونحن في حالة شرود
-12,هناك من هو أشد فتكا من هذا المرض : الفقر والحكرة والفساد .اللهم انتقم من أعداء هذا الشعب الطيب الذين يتآمرون على المستضعفين.الذين خانوا العهد مع الشعب ابان الإنتخابات ثم انقلبوا عليه .حلل وناقش. شكرا هسبريس.
14,نعم اخي ردا فالمغرب ايضا يقوم بمجموعة من الاحتياطات و قد قام بالواجب اتجاه الطلبة القادمين من وهان من بؤرة الوباء و الحمد لله كل شىء على ما يرام كذلك حاليا هناك لجن يقضة في جل المنافد و هذا ما سمعناه في الإذاعة و هناك اوامر للانتقال للمستوى التاني و هو تهيئة مجموعة من الأماكن لتكون محطات للمراقبة و تشخيص الحالات . لكن لحد الان لم نسمع بحالات في المغرب و الحمد لله نحن كشعب مغربي مسلم لا يفزعنا هذا بالعكس نحن مؤمنون بالقدر خيره و شره و بالله سبحانه و تعالى و الحمد لله الله لا يريد سوءا لعبده المؤمن مهما كان و حتى اذا مات المسلم وسط الكفار بهذا الوباء و كان صبره عن ان لا ينتقل فهو يعتبر بدرجة شهيد و تحياتي
-5,كثير من الدول الأوروبية خاصة فرنسا و ألمانيا يتكتمون على الإصابات داخل بلدهما خوفا من الأضرار الإقتصادية و قالها الوزير الإيطالي بأن هده الدول لا تقوم بفحص مواطنيها. في ألمانيا الصحافة خاضعة لمراقبة الدولة و لا أحد يستطيع كتابة شيء أو نشر صورة تخالف سياسة الدولة.فقط مسألة وقت لينفضح أمرهما بعد إنتشار المرض. إيطاليا وصلها المرض من ألمانيا. و إسبانيا قبل أسبوعين أعادت سائح ألماني مصاب بالمرض لألمانيا.المرض أصاب مركز أوروبا أي شمال إيطاليا بعد جبال الألب الفرنسية و جنوب ألمانيا بفاريا.نفس الشيء دول الخليج إنتشر فيها المرض و قريبا سينفضح أمرهم بعد إنتشار المرض و إرتفاع الموتى
18,الصين تعتم على الحقيقة انها في صراع قوي من المرض و ان طال سقط اقتصادها .الصين في سكرات الموت الاقتصادي والاجتماعي.لقد ظلمت الإيغور فجاء العقاب شديد أليم .عقاب فيه جملة رسائل للعالم و لكل ظالم و لكل رذيلة زينها الناس لإنفسهم .
11,المرجو من الوزارة الوصية ان تبعث ثلة من الاطباء الى الصين للاستفادة من تجاربهم مع هدا المرض.
18,هذه هي الانسانيه التي ادو عنها القسم عند تخرجهم فترجمها بكل معانيها سواء الاخلاقيه منها او المهنيه او التضامنيه فما علي الا ان احي فيهم هذه الروح واثمنی لهم المزيد من العطاء
13,يبدو ان هاذا الفيروس سيطرق كل الابواب لا محالة ، لايمكنك مراقبة كل البشر يذكرني بفيلم contagion
 5,مجرد ملاحضة هد الفيروس اضن مصدره من الاطعمة والواجبات السريعة لان الصين يأكلون اطعمة متل الخفافيش والكلاب والحمير ت الى غير دالك من الواجب اخد احتياط من المطعم وخاصة التى توجد جانب الطريق يصطادون المسافرين لانة مجرد عبير سبيل خدو حدركم من المطعم والوجبات السريعة
9,ربما لهذا السبب خلق وصنع هذا الفيروس لشفط بعض المحافل اسهم الشركات بأبخس الأثمانوقد عرف التاريخ القريب حالات مثل هذه التي خسر فيه البعض مليارات الدولارات وربح الآخرون مليارات الدولارات
14,للأسف الشديد جل المغاربة المقيمين في إيطاليا مستواهم التعليمي و الفكري متدني، زد على ذلك تدني الوعي لديهم... فهؤلاء جلهم سيحاول الرجوع للوطن و به على الدولة اتخاد كافة الاحتياطات على الحدود البحرية و البرية و الجوية... و الله اني أخاف على هذا البلد من أولاد القلعة، و البروج، و بني ملال، و القصبة، و خريبگة و أزيلال و الفقيه بنصالح...
195,لقد اصبح من المفروض على المغرب انشاء وحدات طبية بكل المعابر و المطارات بسبب وجود جالية كبيرةباطاليا وتشديد المراقبة الطبية على القادمين من اطاليا لقد دق ناقوس الخطر اللهم احفظ بلدنا من كل سوء
143,نسأل الله سبحانه و تعالى أن يعجل بالكشف عن الدواء لعباده .
189,ايطاليا الجمال،ايطاليا الاناقة،ايطاليا الفن والموضة حزينة و مريضة بالوبء الخبيث.اللهم لا شماتة،فبعض الناس يبعثون رساءل صوتية يشتمون او يستهزؤون فيها بالوضع هنا...لكن والحمد لله نحن ذاهبون إلى الأمام بثبات دون هدر كرامة الإنسان و الحيوان.رجال الأمن و الصحة بهمة عالية و مهنية في خدمة الشعب...و لن نبعث أحد الى الخارج لتلقى العلاج كما يقع في دول أخرى و في أبسط الحالات.لا أخفي عليكم حزني و دموعي في هده اللحظة على ايطاليا التي منحتني وطن....الله يحفظك يا وطني...
72,صباح الخير ، امل ان تقرا حكومتنا هذا الخبر لتدرك كم من الجهود اللازمة لاحتواء هذا الفيروس، و الحكومة لا تزال مكتفية بتدابير في الحدود مند نفس اليوم الاول دون ثحديتها، ولا تريد منع رحلات الطيران كما فعلت بلدان كثيرة وقاية لها ولشعوبها، ما تزال الحكومة بنفس التدابير ولم نسمع سؤالا في البرلمان ولا معارضة تكلمت ولا نقابة ولا احد، الكل ساكت دون ان يدري ماذا يحصل او على الاقل ان. يتفاعل بجدية مع ما يحدث حوله ،سياسة الطمأنة كالعادة وصمت مربب للمسؤولين...وهم يعرفون ان البلد لا تملك القدرات المالية ولا الاطر ولا المستشفيات ..لاحتواء الزكام..فلماذا لا تتوقف وتمنع رحلات الطيران القادمة من البلدان التي ينتشر فيها الفيروس..ويمنع القادمون منها من الدخول ، لا ادري هل بقرأ احد ما نكتبه كشعب فقير هنا وهل يسمع احد مخاوفنا ..ولكن سنكتب فقط ..ليس باليد حيلة ..سنكتب في مواجهة هذا العبث ...
79,الجالية المغربية في خطر.غلقت المدارس و غلقت الملاعب و ستغلق المصانع. بإيطاليا و فرنسا و إسبانيا. و ماهي استعداد المغرب ف مراقبة الحدود و المطارات. حذاري من مطار مراكش و البيضاء.
-78,أيها المغاربة الكرام استعدوا و أعدوا و تزودوا فإن خير الزاد التقوى.اشتروا طعام و شراب 6 اشهر وخزنوه .إن الأمر جلل و ان الثلث قد حان وقته .سيدخل العالم قريبا في أزمات اقتصادية صعبة تؤدي الى انهيارات واسعة فيه و الى افلاس شامل و بروز صراعات لأجل نظام جديد و السيطرة لكن هده المرة الله تعالى من سيكون النظام الأخير فوق هده الأرض المسطحة لقصة النهاية العظمى.
-22,نحن عندنا في المغرب وباء أخطر بكثير و دائم و يقتل 10 أرواح في اليوم و هو وباء حوادث السير. أما من يأكل نقانق الجيفة و جميع أنواع الحيوانات الحضرية و القروية و يشرب ماحيا تقتل فيلا فلا خوف عليه من كورونا. الله يحد الباس و يهدي ميريكان تسلم دواء الفيروس لأنه من فعلها. و الله أعلم.
32,لاخوف انشاء الله على المغرب ،اهم شيء هو ان تحرصوا على الفطور بعصير الليمون،الليمون تم الليمون الليمون ،لان كورونا ماهي الا نوع من انواع الزكام ،ونسبة قتلها اقل نسبة من الزكام العادي،لهذا لا تقعوا في فخ هذه الهسيتيريا المدروسة وعيشوا حياتكم عاديين.
15,"6 nouveaux cas infectés par le virus COV19 pour des Bahreïnites et des Saoudiens en provenance d'Iran à l'aéroport de Dubaï aux EAU.6 حالات جديدة مصابة بفيروس COV19 للبحرينيين والسعوديين من إيران في مطار دبي في الإمارات العربية المتحدة.En Corée du sud, on devrait dépasser les 1000 cas confirmés aujourd'hui. Il y a 10 morts.في كوريا الجنوبية ، من المتوقع أن تتجاوز 1000 حالة مؤكدة اليوم. هناك 10 قتلى.Pour l'instant il y a aucun cas suspect ou confirmé en Turquie في الوقت الحالي ، لا توجد حالات مشتبه بها أو مؤكدة في تركيا."
31,ايطاليا الان ٠انا اعيش في منطقة تبعد 80 ك٠٠في الجهة الشمالية عن ميلانو٠ اجواء عادية كما العادة كل محلات مفتوحة سياراة شاحناب ٠تسير كالمعتاد٠٠٠جو هنا اليوم ممطر بعض شئ في ضاباب٠. نسمع فقط عن فيروس في أخبار ٠٠نتمنى ان تمر هده المرحلة بخير ويشفى المرضى ٠وان لا ينتشر المرض ٠٠ايطالين اكتر من المغاربة لما تكون شي مشكيل٠٠٠٠
11,من لا يظبط حدوده بالكيفية اللازمة وبالتدقيق تكون النتيجة هكذا ..ربما باحد مطارات ميلانو الاثنين دخل الفيروس..يجب التحقق للقصى حي من اي مسافر قادم من آسيا خاصة الصين وإيران..على اصحاب القرار ببلدنا العزيز المغرب اللاستيقاض جيدا والله المستعان
5,هناك حالة بسشيلية باليرموا الذي ظهر فيها فيروس كرونا هذا اليوم الثلاثاء من زائر غير معروف جنسيته و خمسة وثلاثين شخص مصاب بهذا الفيروس وهما الان في فندق بجانب مسرح بوليتياما أنا خالد من بليرموا
15,3Roma di giorno ان القلب لينفطر لهذا الوضع المزري، هذا الوباء اللعين يحصد كل يوم ارواحا جديدة ورقعته تتسع بشكل مهول.... الخطر يهددنا جميعا انسانا كنا او حيوانا كلنا ضحايا لاحول لنا ولا قوة إلا التحلي بالصبر والايمان بلطف الخالق جل وعلا..فيما يخص الفئة الساخرة من الوضع ماهم الا قلة لا واعية... يتحدثون بلسان جاهل وبلا ضمير،لربما ابتلاهم اللهم بما سخروا منه.... حفظنا الله وإياكم من كل مكروه. لا ننساكم من الدعاء
6,"لقد حان الوقت لإغلاق الحدود التي طالما تتشدقون بإغلاقها , على كل الطائرات القادمة من دول إكتشف فيها الفيروس , وحتى إيطاليا , وأما إستقبال المرضى ثم وضعهم في الحجر الصحي , فتلك عملية محفوفة بالمخاطر , التصدي الخطر هو الإبتعاد عنه , وحتى أؤولائك الذين سيعودون للمغرب يجب عدم فتح الحدود لهم , اللهم القسوة عند البداية حتى لا تكون الكارثة ويتفشى الفيروس في الأسواق ومدن كالدار البيضاء وطنجة وغيرها , ويجب تأمين الغذاء والمواد الغذائية والإستهلاكية منذ الآن , والإعتماد على السمك وترك التصدير , ويجب على المواطنين الميسورين التضامن مع الفقراء والإبتعاد عن الأنانية وخصوصا أصحاب الضيعات الفلاحية أن يتركوا منطق الربح على الأقل حتى يتم التوصل لدواء لكورونا , لأنه لا قدر الله لو عم الوباء في أوروبا فلن ترسل لنا ولو لقاحا واحدا لأنها ستكون مفتونة لعلاج مواطنيها وسيعم منطق نفسي نفسي , وأهم شيء هو التحلي بالشجاعة والمواطنة والتضامن , ولن تقفل المساجد ولا المدارس ولا المقاهي وسنصوم رمضان مطمئنين , لكن على الجيش حماية الحدود بكل قسوة وحتى لو إقتضى الحال إستعمال السلاح ضد كل متسلل , الوقاية أولا ."
9,ماذا ننتظر والعالم تفرج على العراقيين يظلمون وبعدهم المصريين وبعدهم الليبيين وبعدهم السوريون وبعدهم الايغور وبعدهم الفلسطينيين، هذا دون نسيان ضعفاء العالم...عندما عجز العالم عن قهر الظلم ونشر العدل اظن لابد لقدرة الخالق ومعجزته ان تتدخل لكي يعرف الجميع أن الله سبحانه وتعالى حي وان فوق كل ذي علم عليم. سبحان الله وبحمده سبحان الله العظيم. ولاحول ولاقوة الا بالله العلي العظيم.
3,السلام عليكماليوم في جنوب اسويسرا اول حالة من فيروس كوروناعلى وزارة الصحة المغربية المراقبة والحيطة يجب المراقبة في المطارات الخهنا في المنطقة التي أعيش فيها لم اجد الماسك désinfectantبيعت جميع اللوازم من الوقاية
-91,ما ألاحظه أن جميع الدول بما فيها الجد متقدمة و تسبقنا بسنوات ضوئية تعترف بوجود هذا الفيروس في بلادها و سقوط موتى بسببه إلا البلد المسمى(المغرب)هل الفيروس لا يتجرأ على الإقتراب منه بسبب كثرة الرقاة هههه أم ماذا!!!!؟؟؟
-29,المغاربة ما خصهومش يدخلوا المغرب في هذه الأيام، جنوب إفريقيا رفضت عودة الطلبة الجنوب إفريقيين إلى بلدهم الدين يدرسون في المدينة التي أنطلقت منها الكورونا فيروس، فوفرت لهم كل العنايات الصحية وكل ما يحتاجونه حتى لا يصابوا بهذ الفيروس.
71,هذا الوباء سوف ينتشر في العالم كله نسأل الله اللطف والسلامه
